league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK
ENG-Premier League,2425,Leicester City,Jamie Vardy,ENG,FW,37,1987,35,35,2823,31.4,9,4,13,8,1,2,5,0,0.29,0.13,0.41,0.26,0.38
ENG-Premier League,2425,Leicester City,Jannik Vestergaard,DEN,DF,31,1992,18,16,1391,15.5,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Leicester City,Jeremy Monga,ENG,FW,15,2009,7,0,112,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Leicester City,Jordan Ayew,GHA,MF,32,1991,30,19,1638,18.2,5,0,5,4,1,1,5,0,0.27,0.0,0.27,0.22,0.22
ENG-Premier League,2425,Leicester City,Kasey McAteer,IRL,MF,22,2001,18,9,852,9.5,1,1,2,1,0,0,3,0,0.11,0.11,0.21,0.11,0.21
ENG-Premier League,2425,Leicester City,Luke Thomas,ENG,DF,23,2001,14,13,1110,12.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Leicester City,Mads Hermansen,DEN,GK,24,2000,27,27,2385,26.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Leicester City,Michael Golding,ENG,MF,18,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Leicester City,Odsonne Édouard,FRA,FW,26,1998,4,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Leicester City,Olabade Aluko,,DF,,,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Leicester City,Oliver Skipp,ENG,MF,23,2000,24,10,1129,12.5,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Leicester City,Patson Daka,ZAM,"MF,FW",25,1998,23,6,736,8.2,1,0,1,1,0,0,0,0,0.12,0.0,0.12,0.12,0.12
ENG-Premier League,2425,Leicester City,Ricardo Pereira,POR,DF,30,1993,10,4,388,4.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Leicester City,Stephy Mavididi,ENG,MF,26,1998,30,16,1615,17.9,4,1,5,4,0,0,2,0,0.22,0.06,0.28,0.22,0.28
ENG-Premier League,2425,Leicester City,Victor Bernth Kristiansen,DEN,"DF,MF",21,2002,30,29,2482,27.6,0,1,1,0,0,0,1,0,0.0,0.04,0.04,0.0,0.04
ENG-Premier League,2425,Leicester City,Wilfred Ndidi,NGA,MF,27,1996,28,28,2324,25.8,0,5,5,0,0,0,8,0,0.0,0.19,0.19,0.0,0.19
ENG-Premier League,2425,Leicester City,Will Alves,ENG,MF,19,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Leicester City,Wout Faes,BEL,DF,26,1998,34,30,2815,31.3,1,0,1,1,0,0,4,0,0.03,0.0,0.03,0.03,0.03
ENG-Premier League,2425,Leicester City,Woyo Coulibaly,MLI,DF,25,1999,4,1,109,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Liverpool,Alexis Mac Allister,ARG,MF,25,1998,35,30,2599,28.9,5,5,10,5,0,0,6,0,0.17,0.17,0.35,0.17,0.35
ENG-Premier League,2425,Liverpool,Alisson,BRA,GK,31,1992,28,28,2508,27.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Liverpool,Andy Robertson,SCO,DF,30,1994,33,29,2482,27.6,0,1,1,0,0,0,3,1,0.0,0.04,0.04,0.0,0.04
ENG-Premier League,2425,Liverpool,Caoimhín Kelleher,IRL,GK,25,1998,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Liverpool,Cody Gakpo,NED,MF,25,1999,35,23,1935,21.5,10,4,14,10,0,0,5,0,0.47,0.19,0.65,0.47,0.65
ENG-Premier League,2425,Liverpool,Conor Bradley,NIR,DF,21,2003,19,7,754,8.4,0,2,2,0,0,0,4,0,0.0,0.24,0.24,0.0,0.24
ENG-Premier League,2425,Liverpool,Curtis Jones,ENG,"MF,DF",23,2001,33,19,1712,19.0,3,3,6,3,0,0,3,1,0.16,0.16,0.32,0.16,0.32
ENG-Premier League,2425,Liverpool,Darwin Núñez,URU,FW,25,1999,30,8,1133,12.6,5,2,7,5,0,0,8,0,0.4,0.16,0.56,0.4,0.56
ENG-Premier League,2425,Liverpool,Diogo Jota,POR,FW,27,1996,26,14,1196,13.3,6,3,9,6,0,0,2,0,0.45,0.23,0.68,0.45,0.68
ENG-Premier League,2425,Liverpool,Dominik Szoboszlai,HUN,MF,23,2000,36,29,2491,27.7,6,6,12,6,0,0,6,0,0.22,0.22,0.43,0.22,0.43
ENG-Premier League,2425,Liverpool,Federico Chiesa,ITA,FW,26,1997,6,1,108,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Liverpool,Harvey Elliott,ENG,MF,21,2003,18,2,371,4.1,1,2,3,1,0,0,1,0,0.24,0.49,0.73,0.24,0.73
ENG-Premier League,2425,Liverpool,Ibrahima Konaté,FRA,DF,25,1999,31,30,2560,28.4,1,2,3,1,0,0,5,0,0.04,0.07,0.11,0.04,0.11
ENG-Premier League,2425,Liverpool,Jarell Quansah,ENG,DF,21,2003,13,4,495,5.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Liverpool,Jayden Danns,ENG,FW,18,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Liverpool,Joe Gomez,ENG,DF,27,1997,9,6,519,5.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Liverpool,Kostas Tsimikas,GRE,DF,28,1996,18,9,837,9.3,0,1,1,0,0,0,2,0,0.0,0.11,0.11,0.0,0.11
ENG-Premier League,2425,Liverpool,Luis Díaz,COL,"FW,MF",27,1997,36,28,2399,26.7,13,5,18,13,0,0,2,0,0.49,0.19,0.68,0.49,0.68
ENG-Premier League,2425,Liverpool,Mohamed Salah,EGY,MF,32,1992,38,38,3371,37.5,29,18,47,20,9,9,1,0,0.77,0.48,1.25,0.53,1.01
ENG-Premier League,2425,Liverpool,Ryan Gravenberch,NED,MF,22,2002,37,37,3160,35.1,0,4,4,0,0,0,6,1,0.0,0.11,0.11,0.0,0.11
ENG-Premier League,2425,Liverpool,Trent Alexander-Arnold,ENG,DF,25,1998,33,28,2365,26.3,3,6,9,3,0,0,5,0,0.11,0.23,0.34,0.11,0.34
ENG-Premier League,2425,Liverpool,Virgil van Dijk,NED,DF,33,1991,37,37,3330,37.0,3,1,4,3,0,0,5,0,0.08,0.03,0.11,0.08,0.11
ENG-Premier League,2425,Liverpool,Vitezslav Jaros,CZE,GK,23,2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Liverpool,Wataru Endo,JPN,MF,31,1993,20,1,273,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Manchester City,Abdukodir Khusanov,UZB,DF,20,2004,6,6,503,5.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Manchester City,Bernardo Silva,POR,MF,29,1994,33,29,2670,29.7,4,4,8,4,0,0,7,0,0.13,0.13,0.27,0.13,0.27
ENG-Premier League,2425,Manchester City,Claudio Echeverri,ARG,MF,18,2006,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Manchester City,Divin Mubama,ENG,FW,19,2004,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Manchester City,Ederson Moraes,BRA,GK,30,1993,26,26,2320,25.8,0,4,4,0,0,0,4,0,0.0,0.16,0.16,0.0,0.16
ENG-Premier League,2425,Manchester City,Erling Haaland,NOR,FW,24,2000,31,31,2736,30.4,22,3,25,19,3,4,2,0,0.72,0.1,0.82,0.62,0.72
ENG-Premier League,2425,Manchester City,Jack Grealish,ENG,"MF,FW",28,1995,20,7,721,8.0,1,1,2,1,0,0,3,0,0.12,0.12,0.25,0.12,0.25
ENG-Premier League,2425,Manchester City,Jahmai Simpson-Pusey,ENG,DF,18,2005,2,1,96,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Manchester City,James Mcatee,ENG,MF,21,2002,15,3,349,3.9,3,0,3,3,0,0,1,0,0.77,0.0,0.77,0.77,0.77
ENG-Premier League,2425,Manchester City,Jeremy Doku,BEL,"MF,FW",22,2002,29,16,1516,16.8,3,6,9,3,0,0,1,0,0.18,0.36,0.53,0.18,0.53
ENG-Premier League,2425,Manchester City,John Stones,ENG,DF,30,1994,11,6,548,6.1,2,0,2,2,0,0,1,0,0.33,0.0,0.33,0.33,0.33
ENG-Premier League,2425,Manchester City,Joško Gvardiol,CRO,DF,22,2002,37,36,3277,36.4,5,0,5,5,0,0,2,0,0.14,0.0,0.14,0.14,0.14
ENG-Premier League,2425,Manchester City,Kevin De Bruyne,BEL,"MF,FW",33,1991,28,19,1702,18.9,4,7,11,4,0,0,2,0,0.21,0.37,0.58,0.21,0.58
ENG-Premier League,2425,Manchester City,Kyle Walker,ENG,DF,34,1990,15,9,970,10.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Manchester City,Manuel Akanji,SUI,"DF,MF",29,1995,26,23,2014,22.4,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Manchester City,Mateo Kovačić,CRO,"MF,DF",30,1994,31,25,2198,24.4,6,2,8,6,0,0,5,1,0.25,0.08,0.33,0.25,0.33
ENG-Premier League,2425,Manchester City,Matheus Nunes,POR,"DF,MF",25,1998,26,19,1674,18.6,1,6,7,1,0,0,4,0,0.05,0.32,0.38,0.05,0.38
ENG-Premier League,2425,Manchester City,Nathan Aké,NED,DF,29,1995,10,8,678,7.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Manchester City,Nico O'Reilly,ENG,DF,19,2005,9,6,528,5.9,2,0,2,2,0,0,0,0,0.34,0.0,0.34,0.34,0.34
ENG-Premier League,2425,Manchester City,Nicolás González,ESP,MF,22,2002,11,9,760,8.4,1,0,1,1,0,0,3,0,0.12,0.0,0.12,0.12,0.12
ENG-Premier League,2425,Manchester City,Omar Marmoush,EGY,"MF,FW",25,1999,16,14,1175,13.1,7,0,7,7,0,0,0,0,0.54,0.0,0.54,0.54,0.54
ENG-Premier League,2425,Manchester City,Oscar Bobb,NOR,"FW,MF",21,2003,3,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Manchester City,Phil Foden,ENG,"MF,FW",24,2000,28,20,1777,19.7,7,2,9,7,0,0,2,0,0.35,0.1,0.46,0.35,0.46
ENG-Premier League,2425,Manchester City,Rico Lewis,ENG,"DF,MF",19,2004,28,21,1893,21.0,1,2,3,1,0,0,5,1,0.05,0.1,0.14,0.05,0.14
ENG-Premier League,2425,Manchester City,Rodri,ESP,MF,28,1996,3,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Manchester City,Rúben Dias,POR,"DF,MF",27,1997,27,25,2271,25.2,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Manchester City,Stefan Ortega,GER,GK,31,1992,13,12,1100,12.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Manchester City,Sávio,BRA,"MF,FW",20,2004,29,21,1766,19.6,1,8,9,1,0,0,3,0,0.05,0.41,0.46,0.05,0.46
ENG-Premier League,2425,Manchester City,Vitor Reis,BRA,DF,18,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Manchester City,İlkay Gündoğan,GER,MF,33,1990,33,25,2223,24.7,1,6,7,1,0,0,1,0,0.04,0.24,0.28,0.04,0.28
ENG-Premier League,2425,Manchester Utd,Alejandro Garnacho,ARG,MF,20,2004,36,23,2199,24.4,6,2,8,6,0,0,3,0,0.25,0.08,0.33,0.25,0.33
ENG-Premier League,2425,Manchester Utd,Altay Bayındır,TUR,GK,26,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Manchester Utd,Amad Diallo,CIV,"MF,FW",22,2002,26,20,1901,21.1,8,6,14,8,0,0,5,0,0.38,0.28,0.66,0.38,0.66
ENG-Premier League,2425,Manchester Utd,André Onana,CMR,GK,28,1996,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Manchester Utd,Antony,BRA,"FW,MF",24,2000,8,0,141,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Manchester Utd,Ayden Heaven,ENG,DF,17,2006,4,2,170,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Manchester Utd,Bruno Fernandes,POR,MF,29,1994,36,35,3018,33.5,8,10,18,5,3,3,5,2,0.24,0.3,0.54,0.15,0.45
ENG-Premier League,2425,Manchester Utd,Casemiro,BRA,MF,32,1992,24,18,1494,16.6,1,0,1,1,0,0,5,0,0.06,0.0,0.06,0.06,0.06
ENG-Premier League,2425,Manchester Utd,Chidozie Obi-Martin,DEN,FW,16,2007,7,1,165,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Manchester Utd,Christian Eriksen,DEN,MF,32,1992,23,11,1061,11.8,1,2,3,0,1,1,4,0,0.08,0.17,0.25,0.0,0.17
ENG-Premier League,2425,Manchester Utd,Diogo Dalot,POR,"MF,DF",25,1999,33,31,2814,31.3,0,3,3,0,0,0,5,0,0.0,0.1,0.1,0.0,0.1
ENG-Premier League,2425,Manchester Utd,Harry Amass,ENG,MF,17,2007,5,4,346,3.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Manchester Utd,Harry Maguire,ENG,DF,31,1993,27,19,1758,19.5,1,0,1,1,0,0,7,0,0.05,0.0,0.05,0.05,0.05
ENG-Premier League,2425,Manchester Utd,Jonny Evans,NIR,DF,36,1988,7,3,315,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Manchester Utd,Joshua Zirkzee,NED,"FW,MF",23,2001,32,14,1402,15.6,3,1,4,3,0,0,2,0,0.19,0.06,0.26,0.19,0.26
ENG-Premier League,2425,Manchester Utd,Kobbie Mainoo,ENG,MF,19,2005,25,19,1651,18.3,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Manchester Utd,Leny Yoro,FRA,DF,18,2005,21,12,1165,12.9,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Manchester Utd,Lisandro Martínez,ARG,DF,26,1998,20,20,1751,19.5,2,1,3,2,0,0,7,0,0.1,0.05,0.15,0.1,0.15
ENG-Premier League,2425,Manchester Utd,Luke Shaw,ENG,DF,29,1995,7,4,349,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Manchester Utd,Manuel Ugarte,URU,MF,23,2001,29,22,1785,19.8,1,2,3,1,0,0,11,0,0.05,0.1,0.15,0.05,0.15
ENG-Premier League,2425,Manchester Utd,Marcus Rashford,ENG,MF,26,1997,15,12,978,10.9,4,1,5,4,0,0,2,0,0.37,0.09,0.46,0.37,0.46
ENG-Premier League,2425,Manchester Utd,Mason Mount,ENG,"MF,FW",25,1999,17,8,622,6.9,1,0,1,1,0,0,3,0,0.14,0.0,0.14,0.14,0.14
ENG-Premier League,2425,Manchester Utd,Matthijs de Ligt,NED,DF,24,1999,29,25,2123,23.6,2,0,2,2,0,0,3,0,0.08,0.0,0.08,0.08,0.08
ENG-Premier League,2425,Manchester Utd,Noussair Mazraoui,MAR,"DF,MF",26,1997,37,34,2838,31.5,0,1,1,0,0,0,3,0,0.0,0.03,0.03,0.0,0.03
ENG-Premier League,2425,Manchester Utd,Patrick Dorgu,DEN,MF,19,2004,12,10,842,9.4,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Manchester Utd,Rasmus Højlund,DEN,FW,21,2003,32,23,2004,22.3,4,0,4,4,0,0,2,0,0.18,0.0,0.18,0.18,0.18
ENG-Premier League,2425,Manchester Utd,Scott McTominay,SCO,MF,27,1996,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Manchester Utd,Toby Collyer,ENG,MF,20,2004,6,0,179,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Manchester Utd,Tyler Fredricson,ENG,DF,19,2005,2,2,165,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Manchester Utd,Tyrell Malacia,NED,MF,24,1999,3,2,100,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Manchester Utd,Victor Lindelöf,SWE,DF,30,1994,16,6,704,7.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Newcastle,Alexander Isak,SWE,FW,24,1999,34,34,2756,30.6,23,6,29,19,4,4,1,0,0.75,0.2,0.95,0.62,0.82
ENG-Premier League,2425,Newcastle,Anthony Gordon,ENG,"FW,MF",23,2001,34,28,2434,27.0,6,5,11,5,1,2,2,0,0.22,0.18,0.41,0.18,0.37
ENG-Premier League,2425,Newcastle,Bruno Guimarães,BRA,MF,26,1997,38,38,3271,36.3,5,6,11,5,0,0,7,0,0.14,0.17,0.3,0.14,0.3
ENG-Premier League,2425,Newcastle,Callum Wilson,ENG,FW,32,1992,18,2,370,4.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Newcastle,Dan Burn,ENG,DF,32,1992,37,37,3330,37.0,1,1,2,1,0,0,11,0,0.03,0.03,0.05,0.03,0.05
ENG-Premier League,2425,Newcastle,Emil Krafth,SWE,DF,29,1994,12,2,342,3.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Newcastle,Fabian Schär,SUI,DF,32,1991,34,33,2934,32.6,4,0,4,4,0,0,9,1,0.12,0.0,0.12,0.12,0.12
ENG-Premier League,2425,Newcastle,Harvey Barnes,ENG,"FW,MF",26,1997,33,17,1755,19.5,9,4,13,9,0,0,0,0,0.46,0.21,0.67,0.46,0.67
ENG-Premier League,2425,Newcastle,Jacob Murphy,ENG,"FW,MF",29,1995,35,31,2360,26.2,8,12,20,8,0,0,4,0,0.31,0.46,0.76,0.31,0.76
ENG-Premier League,2425,Newcastle,Joe Willock,ENG,MF,24,1999,32,11,1086,12.1,0,2,2,0,0,0,4,0,0.0,0.17,0.17,0.0,0.17
ENG-Premier League,2425,Newcastle,Joelinton,BRA,"MF,FW",27,1996,29,29,2393,26.6,4,3,7,4,0,0,10,0,0.15,0.11,0.26,0.15,0.26
ENG-Premier League,2425,Newcastle,Kieran Trippier,ENG,DF,33,1990,25,14,1309,14.5,0,3,3,0,0,0,1,0,0.0,0.21,0.21,0.0,0.21
ENG-Premier League,2425,Newcastle,Lewis Hall,ENG,DF,19,2004,27,24,2189,24.3,0,4,4,0,0,0,3,0,0.0,0.16,0.16,0.0,0.16
ENG-Premier League,2425,Newcastle,Lewis Miley,ENG,MF,18,2006,14,1,313,3.5,1,0,1,1,0,0,0,0,0.29,0.0,0.29,0.29,0.29
ENG-Premier League,2425,Newcastle,Lloyd Kelly,ENG,DF,25,1998,10,4,303,3.4,0,1,1,0,0,0,2,0,0.0,0.3,0.3,0.0,0.3
ENG-Premier League,2425,Newcastle,Martin Dúbravka,SVK,GK,35,1989,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Newcastle,Matt Targett,ENG,"DF,MF",28,1995,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Newcastle,Miguel Almirón,PAR,FW,30,1994,9,1,157,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Newcastle,Nick Pope,ENG,GK,32,1992,28,28,2520,28.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Newcastle,Sandro Tonali,ITA,MF,24,2000,36,28,2630,29.2,4,2,6,4,0,0,5,0,0.14,0.07,0.21,0.14,0.21
ENG-Premier League,2425,Newcastle,Sean Longstaff,ENG,MF,26,1997,25,8,798,8.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Newcastle,Sven Botman,NED,DF,24,2000,8,6,412,4.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Newcastle,Tino Livramento,ENG,DF,21,2002,37,32,2840,31.6,0,1,1,0,0,0,1,0,0.0,0.03,0.03,0.0,0.03
ENG-Premier League,2425,Newcastle,William Osula,DEN,FW,20,2003,14,0,134,1.5,1,0,1,1,0,0,0,0,0.67,0.0,0.67,0.67,0.67
ENG-Premier League,2425,Nottingham,Anthony Elanga,SWE,"MF,FW",22,2002,38,31,2501,27.8,6,11,17,6,0,0,1,0,0.22,0.4,0.61,0.22,0.61
ENG-Premier League,2425,Nottingham,Callum Hudson-Odoi,ENG,MF,23,2000,31,25,2194,24.4,5,2,7,5,0,0,2,0,0.21,0.08,0.29,0.21,0.29
ENG-Premier League,2425,Nottingham,Chris Wood,NZL,FW,32,1991,36,35,2959,32.9,20,3,23,17,3,3,1,0,0.61,0.09,0.7,0.52,0.61
ENG-Premier League,2425,Nottingham,Danilo Santos,BRA,MF,23,2001,8,5,275,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Nottingham,Elliot Anderson,ENG,MF,21,2002,37,33,2728,30.3,2,6,8,2,0,0,10,0,0.07,0.2,0.26,0.07,0.26
ENG-Premier League,2425,Nottingham,Eric da Silva Moreira,GER,DF,18,2006,2,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Nottingham,Harry Toffolo,ENG,DF,28,1995,4,1,137,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Nottingham,Ibrahim Sangaré,CIV,MF,26,1997,13,7,590,6.6,0,1,1,0,0,0,3,0,0.0,0.15,0.15,0.0,0.15
ENG-Premier League,2425,Nottingham,James Ward-Prowse,ENG,MF,29,1994,9,5,400,4.4,0,1,1,0,0,0,2,1,0.0,0.23,0.23,0.0,0.23
ENG-Premier League,2425,Nottingham,Jota Silva,POR,MF,24,1999,31,5,854,9.5,3,1,4,3,0,0,5,0,0.32,0.11,0.42,0.32,0.42
ENG-Premier League,2425,Nottingham,Matz Sels,BEL,GK,32,1992,38,38,3420,38.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Nottingham,Morato,BRA,DF,23,2001,26,6,907,10.1,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Nottingham,Morgan Gibbs-White,ENG,MF,24,2000,34,34,2803,31.1,7,8,15,7,0,0,11,1,0.22,0.26,0.48,0.22,0.48
ENG-Premier League,2425,Nottingham,Murillo,BRA,DF,22,2002,36,36,3188,35.4,2,0,2,2,0,0,6,0,0.06,0.0,0.06,0.06,0.06
ENG-Premier League,2425,Nottingham,Neco Williams,WAL,"DF,MF",23,2001,35,28,2594,28.8,1,3,4,1,0,0,7,0,0.03,0.1,0.14,0.03,0.14
ENG-Premier League,2425,Nottingham,Nicolás Domínguez,ARG,MF,26,1998,34,23,1963,21.8,0,1,1,0,0,0,9,0,0.0,0.05,0.05,0.0,0.05
ENG-Premier League,2425,Nottingham,Nikola Milenković,SRB,DF,26,1997,37,37,3330,37.0,5,2,7,5,0,0,4,0,0.14,0.05,0.19,0.14,0.19
ENG-Premier League,2425,Nottingham,Ola Aina,NGA,DF,27,1996,35,35,2995,33.3,2,1,3,2,0,0,5,0,0.06,0.03,0.09,0.06,0.09
ENG-Premier League,2425,Nottingham,Ramón Sosa,PAR,MF,24,1999,19,1,295,3.3,1,0,1,1,0,0,1,0,0.31,0.0,0.31,0.31,0.31
ENG-Premier League,2425,Nottingham,Ryan Yates,ENG,MF,26,1997,35,18,1915,21.3,2,1,3,2,0,0,10,0,0.09,0.05,0.14,0.09,0.14
ENG-Premier League,2425,Nottingham,Taiwo Awoniyi,NGA,FW,26,1997,26,3,416,4.6,1,0,1,1,0,0,0,0,0.22,0.0,0.22,0.22,0.22
ENG-Premier League,2425,Nottingham,Willy Boly,CIV,DF,33,1991,6,1,150,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Nottingham,Álex Moreno,ESP,DF,31,1993,15,11,955,10.6,0,1,1,0,0,0,2,0,0.0,0.09,0.09,0.0,0.09
ENG-Premier League,2425,Southampton,Aaron Ramsdale,ENG,GK,26,1998,30,30,2700,30.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Southampton,Adam Armstrong,ENG,"FW,MF",27,1997,20,15,1248,13.9,2,2,4,2,0,1,4,0,0.14,0.14,0.29,0.14,0.29
ENG-Premier League,2425,Southampton,Adam Lallana,ENG,MF,36,1988,14,5,361,4.0,0,2,2,0,0,0,4,0,0.0,0.5,0.5,0.0,0.5
ENG-Premier League,2425,Southampton,Albert Grønbaek,DEN,"MF,FW",23,2001,4,2,143,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Southampton,Alex McCarthy,ENG,GK,34,1989,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Southampton,Armel Bella Kotchap,GER,DF,22,2001,4,2,331,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Southampton,Ben Brereton,CHI,"FW,MF",25,1999,10,4,449,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Southampton,Cameron Archer,ENG,FW,23,2001,35,13,1441,16.0,2,0,2,2,0,1,0,0,0.12,0.0,0.12,0.12,0.12
